OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey,Valu1_OBJECTID,Valu1_aws0_5,Valu1_aws5_20,Valu1_aws20_50,Valu1_aws50_100,Valu1_aws100_150,Valu1_aws150_999,Valu1_aws0_20,Valu1_aws0_30,Valu1_aws0_100,Valu1_aws0_150,Valu1_aws0_999,Valu1_tk0_5a,Valu1_tk5_20a,Valu1_tk20_50a,Valu1_tk50_100a,Valu1_tk100_150a,Valu1_tk150_999a,Valu1_tk0_20a,Valu1_tk0_30a,Valu1_tk0_100a,Valu1_tk0_150a,Valu1_tk0_999a,Valu1_musumcpcta,Valu1_soc0_5,Valu1_soc5_20,Valu1_soc20_50,Valu1_soc50_100,Valu1_soc100_150,Valu1_soc150_999,Valu1_soc0_20,Valu1_soc0_30,Valu1_soc0_100,Valu1_soc0_150,Valu1_soc0_999,Valu1_tk0_5s,Valu1_tk5_20s,Valu1_tk20_50s,Valu1_tk50_100s,Valu1_tk100_150s,Valu1_tk150_999s,Valu1_tk0_20s,Valu1_tk0_30s,Valu1_tk0_100s,Valu1_tk0_150s,Valu1_tk0_999s,Valu1_musumcpcts,Valu1_nccpi3corn,Valu1_nccpi3soy,Valu1_nccpi3cot,Valu1_nccpi3sg,Valu1_nccpi3all,Valu1_pctearthmc,Valu1_rootznemc,Valu1_rootznaws,Valu1_droughty,Valu1_pwsl1pomu,Valu1_musumcpct,Valu1_mukey,coecoclass_OBJECTID,coecoclass_ecoclasstypename,coecoclass_ecoclassref,coecoclass_ecoclassid,coecoclass_ecoclassname,coecoclass_cokey,coecoclass_coecoclasskey
11,254,70380081,45.490310277799999,-122.748134722200007,.,61432.0000000,61432.0000000,,61432,,16C,"Delena silt loam, 3 to 12 percent slopes",,8.0000000,8.0000000,,23,23,None,None,0,5.0000000,10.0000000,12.9600000,14.9600000,Poorly drained,Poorly drained,D,,90,4,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Moderate,90,1.0000000,61432,,,90,,Delena,Series,Yes,,,3.0000000,8.0000000,12.0000000,,,,,4,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,76.0000000,252.0000000,427.0000000,113,225,338,swales,0.1600000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,4,w,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Low,High,"Fine-silty, mixed, mesic Humic Fragiaquepts",Inceptisols,Aquepts,Fragiaquepts,Humic Fragiaquepts,fine-silty,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61432,20855329,,9.0000000,27.0000000,54.0000000,26.6399994,18.0000000,0.7200000,36.0000000,54.0000000,116.6399994,134.6399994,135.3600006,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1351.0000000,4052.0000000,4052.0000000,3577.0000000,3328.0000000,133.0000000,5403.0000000,7294.0000000,13033.0000000,16361.0000000,16494.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5720000,0.3990000,0.0010000,0.6420000,0.6420000,90,56,112,1,90,90,61432,,NRCS Forestland Site,Ecological Site Description Database,F002XB004OR,Fragipan Hill Group,20855329,7158040
12,303,71720072,45.457253000000001,-122.674974000000006,.,61867.0000000,61867.0000000,,61867,,7B,"Cascade silt loam, 3 to 8 percent slopes",,6.0000000,6.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,,,90,,Cascade,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,,,,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61867,20854384,,8.5500002,25.6499996,51.2999992,33.6599998,4.5000000,0.1800000,34.2000008,51.2999992,119.1600037,123.6600037,123.8399963,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1486.0000000,4458.0000000,4567.0000000,4870.0000000,3328.0000000,133.0000000,5943.0000000,7466.0000000,15380.0000000,18708.0000000,18841.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5780000,0.4150000,0.0010000,0.6350000,0.6350000,90,68,129,1,,90,61867,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854384,7157202
13,306,71825898,45.548788888899999,-122.490841666700007,.,61815.0000000,61815.0000000,,61815,,36A,"Quafeno loam, 0 to 3 percent slopes",,2.0000000,2.0000000,165,76,76,None,None,0,4.2600002,8.5200005,16.9400005,24.9400005,Moderately well drained,Moderately well drained,C,2,90,2,90,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0360000,Slight,1,0.8580000,61815,,,1,,Sauvie,Series,No ,,,0.0000000,1.0000000,2.0000000,,,,,5,48,6,,,,,Yes,Poorly drained,3.0000000,5.0000000,6.0000000,,,,flood plains,0.2300000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,61815,20854495,,7.7500000,23.2500000,46.5000000,76.6900024,72.8000031,21.6299992,31.0000000,46.5000000,154.1900024,226.9900055,248.6199951,4.5500002,13.6499996,27.2999992,45.5000000,45.5000000,13.5200005,18.2000008,27.2999992,91.0000000,136.5000000,150.0200043,91,860.0000000,2579.0000000,4146.0000000,2640.0000000,998.0000000,294.0000000,3439.0000000,5158.0000000,10224.0000000,11222.0000000,11516.0000000,5.0000000,14.0000000,27.0000000,46.0000000,46.0000000,14.0000000,18.0000000,27.0000000,91.0000000,137.0000000,150.0000000,91,0.7970000,0.6380000,0.0010000,0.7440000,0.7970000,90,150,249,0,1,91,61815,,,,,,,
14,312,71979089,45.336908000000001,-122.693330000000003,.,61723.0000000,61723.0000000,,61723,,78C,"Saum silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,127,,,None,None,0,4.9499998,9.6999998,17.5000000,21.2800007,Well drained,Well drained,C,2,80,2,80,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0480000,Severe,0,0.6330000,61723,,,80,,Saum,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,3,48,6,,,,,No,Well drained,76.0000000,160.0000000,244.0000000,315,135,315,hillslopes,0.2300000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,2,e,,2,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine, mixed, mesic Typic Xerumbrepts",Inceptisols,Umbrepts,Xerumbrepts,Typic Xerumbrepts,fine,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61723,20855811,,8.0000000,24.0000000,45.5999985,62.4000015,30.2399998,,32.0000000,47.2000008,140.0000000,170.2400055,170.2400055,4.0000000,12.0000000,24.0000000,40.0000000,21.6000004,,16.0000000,24.0000000,80.0000000,101.5999985,101.5999985,80,887.0000000,2660.0000000,3781.0000000,3093.0000000,855.0000000,,3547.0000000,4807.0000000,10421.0000000,11276.0000000,11276.0000000,4.0000000,12.0000000,24.0000000,40.0000000,22.0000000,,16.0000000,24.0000000,80.0000000,102.0000000,102.0000000,80,0.7430000,0.6160000,0.0010000,0.7960000,0.7960000,80,127,213,0,,80,61723,,NRCS Forestland Site,Ecological Site Description Database,F002XB006OR,Foothill Group,20855811,7159226
15,313,72022600,45.447609000000000,-122.689683000000002,.,61868.0000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385,,8.5500002,25.6499996,51.2999992,33.6599998,4.5000000,0.1800000,34.2000008,51.2999992,119.1600037,123.6600037,123.8399963,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1486.0000000,4458.0000000,4567.0000000,4870.0000000,3328.0000000,133.0000000,5943.0000000,7466.0000000,15380.0000000,18708.0000000,18841.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5460000,0.3740000,0.0010000,0.5520000,0.5520000,90,68,129,1,,90,61868,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854385,7157203
16,314,72065430,45.371138888899999,-122.615161111099994,.,61753.0000000,61753.0000000,,61753,,92F,"Xerochrepts and Haploxerolls, very steep",,40.0000000,40.0000000,,107,137,None,None,0,4.6799998,8.6499996,16.5900002,24.2000008,Well drained,Well drained,B,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61753,,,35,,Haploxerolls,Taxon above family,Yes,,,20.0000000,40.0000000,60.0000000,,,,,5,48,6,,,,,No,Well drained,15.0000000,160.0000000,305.0000000,315,135,315,terraces,,0.2300000,,10.0000000,11.0000000,12.0000000,1016,1270,1524,,,,165,188,210,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,Mesic Haploxerolls,Mollisols,Xerolls,Haploxerolls,,not used,,,not used,not used,,mesic,,,,,,,,N/A,N/A,,,,,61753,20855857,,8.2500000,24.7500000,40.5000000,67.5000000,64.6999969,2.5000000,33.0000000,46.5000000,141.0000000,205.6999969,208.1999969,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,1.7000000,17.0000000,25.5000000,85.0000000,127.5000000,129.1999969,85,1486.0000000,4457.0000000,3136.0000000,2705.0000000,2267.0000000,77.0000000,5942.0000000,7996.0000000,11783.0000000,14049.0000000,14126.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,85.0000000,128.0000000,129.0000000,85,0.1790000,0.0830000,0.0010000,0.1820000,0.1820000,85,150,242,0,,85,61753,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20855857,7159254
17,323,72231921,45.460527999999996,-122.738275000000002,.,61870.0000000,61870.0000000,,61870,,7E,"Cascade silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61870,,,85,,Cascade,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,158,225,293,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,6,e,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61870,20854387,,8.0699997,24.2199993,48.4500008,31.7900009,4.2500000,0.1700000,32.2999992,48.4500008,112.5400009,116.7900009,116.9599991,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,1.7000000,17.0000000,25.5000000,85.0000000,127.5000000,129.1999969,85,1403.0000000,4210.0000000,4313.0000000,4599.0000000,3143.0000000,126.0000000,5613.0000000,7051.0000000,14526.0000000,17669.0000000,17795.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,85.0000000,128.0000000,129.0000000,85,0.1390000,0.0600000,0.0010000,0.1270000,0.1390000,85,68,129,1,,85,61870,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854387,7157205
18,324,72288005,45.551028972200001,-122.616241972200001,.,61846.0000000,61846.0000000,,61846,,52A,"Urban land-Multnomah complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.9000001,9.3999996,18.2600002,20.2600002,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0240000,Not rated,0,1.0000000,61846,,,40,,Multnomah,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,3,56,5,,,,,No,Well drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,s,,3,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61846,20854322,,4.0000000,12.0000000,21.6000004,35.4399986,8.0000000,0.3200000,16.0000000,23.2000008,73.0400009,81.0400009,81.3600006,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,0.8000000,8.0000000,12.0000000,40.0000000,60.0000000,60.7999992,40,566.0000000,1699.0000000,1522.0000000,2490.0000000,196.0000000,8.0000000,2266.0000000,2773.0000000,6278.0000000,6474.0000000,6482.0000000,2.0000000,6.0000000,12.0000000,20.0000000,20.0000000,1.0000000,8.0000000,12.0000000,40.0000000,60.0000000,61.0000000,40,0.3180000,0.2240000,0.0000000,0.3310000,0.3310000,40,150,203,0,,90,61846,,NRCS Forestland Site,Ecological Site Description Database,F002XB003OR,Gravelly Terrace Group,20854322,7157181
19,325,72340913,45.296822045399999,-121.784687644800002,.,2595838.0000000,2595838.0000000,,2595838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2595838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2595838,21831339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,100,2595838,,,,,,,
20,326,72340914,45.296822045399999,-121.784687644800002,.,2595838.0000000,2595838.0000000,,2595838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2595838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2595838,21831339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,100,2595838,,,,,,,
21,331,72544980,45.473250928399999,-122.424381897000004,.,61868.0000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385,,8.5500002,25.6499996,51.2999992,33.6599998,4.5000000,0.1800000,34.2000008,51.2999992,119.1600037,123.6600037,123.8399963,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1486.0000000,4458.0000000,4567.0000000,4870.0000000,3328.0000000,133.0000000,5943.0000000,7466.0000000,15380.0000000,18708.0000000,18841.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5460000,0.3740000,0.0010000,0.5520000,0.5520000,90,68,129,1,,90,61868,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854385,7157203
22,338,72728549,45.481484005500000,-122.460056346200005,.,61854.0000000,61854.0000000,,61854,,55,Wapato silt loam,,2.0000000,2.0999999,,15,15,Frequent,Frequent,93,4.2700000,8.5100002,16.4300003,21.5400009,Poorly drained,Poorly drained,C/D,3,90,3,91,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Slight,93,1.0000000,61854,,,1,,Wollent,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,5,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,61.0000000,92.0000000,122.0000000,,,,terraces,0.1600000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, nonacid, mesic Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,fine-silty,,,nonacid,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61854,20854348,,7.9499998,23.8500004,47.3400002,73.6600037,47.4799995,1.5000000,31.7999992,47.7000008,152.8000031,200.2799988,201.7700043,4.6500001,13.9499998,27.8999996,46.5000000,46.5000000,1.8600000,18.6000004,27.8999996,93.0000000,139.5000000,141.3600006,93,2090.0000000,6270.0000000,11516.0000000,9492.0000000,4965.0000000,128.0000000,8360.0000000,12524.0000000,29368.0000000,34333.0000000,34461.0000000,5.0000000,14.0000000,28.0000000,47.0000000,47.0000000,2.0000000,19.0000000,28.0000000,93.0000000,140.0000000,141.0000000,93,0.3140000,0.2010000,0.0010000,0.2770000,0.3140000,90,150,216,0,93,93,61854,,Forage Suitability Groups,,G002XY006OR,Poorly Drained,20854348,7157281
23,339,72729701,45.478589283700003,-122.457601950699996,.,61854.0000000,61854.0000000,,61854,,55,Wapato silt loam,,2.0000000,2.0999999,,15,15,Frequent,Frequent,93,4.2700000,8.5100002,16.4300003,21.5400009,Poorly drained,Poorly drained,C/D,3,90,3,91,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Slight,93,1.0000000,61854,,,1,,Wollent,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,5,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,61.0000000,92.0000000,122.0000000,,,,terraces,0.1600000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, nonacid, mesic Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,fine-silty,,,nonacid,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61854,20854348,,7.9499998,23.8500004,47.3400002,73.6600037,47.4799995,1.5000000,31.7999992,47.7000008,152.8000031,200.2799988,201.7700043,4.6500001,13.9499998,27.8999996,46.5000000,46.5000000,1.8600000,18.6000004,27.8999996,93.0000000,139.5000000,141.3600006,93,2090.0000000,6270.0000000,11516.0000000,9492.0000000,4965.0000000,128.0000000,8360.0000000,12524.0000000,29368.0000000,34333.0000000,34461.0000000,5.0000000,14.0000000,28.0000000,47.0000000,47.0000000,2.0000000,19.0000000,28.0000000,93.0000000,140.0000000,141.0000000,93,0.3140000,0.2010000,0.0010000,0.2770000,0.3140000,90,150,216,0,93,93,61854,,Forage Suitability Groups,,G002XY006OR,Poorly Drained,20854348,7157281
24,340,72860248,45.595605555600002,-122.786769444399994,.,61855.0000000,61855.0000000,,61855,,56E,"Wauld very gravelly loam, 30 to 70 percent slopes",,50.0000000,50.0000000,79,,,None,None,0,4.0100002,6.0100002,8.3299999,8.3299999,Well drained,Well drained,C,,80,7,80,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61855,,,80,,Wauld,Series,Yes,,,30.0000000,50.0000000,70.0000000,,,,,2,0,8,,,,,No,Well drained,76.0000000,191.0000000,305.0000000,338,68,158,mountains,0.1600000,0.1600000,0.2300000,10.0000000,11.0000000,11.0000000,1524,1651,1778,,,,145,173,200,7,s,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Low,Moderate,"Loamy-skeletal, mixed, mesic Typic Haplumbrepts",Inceptisols,Umbrepts,Haplumbrepts,Typic Haplumbrepts,loamy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61855,20854351,,13.0400000,15.8400002,19.2000008,18.5599995,,,28.8799992,35.2799988,66.6399994,66.6399994,66.6399994,4.0000000,12.0000000,24.0000000,23.2000008,,,16.0000000,24.0000000,63.2000008,63.2000008,63.2000008,80,2573.0000000,3304.0000000,2314.0000000,2237.0000000,,,5877.0000000,6648.0000000,10428.0000000,10428.0000000,10428.0000000,4.0000000,12.0000000,24.0000000,23.0000000,,,16.0000000,24.0000000,63.0000000,63.0000000,63.0000000,80,0.1230000,0.0400000,0.0010000,0.1110000,0.1230000,80,76,70,1,,80,61855,,NRCS Forestland Site,Ecological Site Description Database,F001XC410OR,Mesic Udic Forest,20854351,7157190
