OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey,Valu1_OBJECTID,Valu1_aws0_5,Valu1_aws5_20,Valu1_aws20_50,Valu1_aws50_100,Valu1_aws100_150,Valu1_aws150_999,Valu1_aws0_20,Valu1_aws0_30,Valu1_aws0_100,Valu1_aws0_150,Valu1_aws0_999,Valu1_tk0_5a,Valu1_tk5_20a,Valu1_tk20_50a,Valu1_tk50_100a,Valu1_tk100_150a,Valu1_tk150_999a,Valu1_tk0_20a,Valu1_tk0_30a,Valu1_tk0_100a,Valu1_tk0_150a,Valu1_tk0_999a,Valu1_musumcpcta,Valu1_soc0_5,Valu1_soc5_20,Valu1_soc20_50,Valu1_soc50_100,Valu1_soc100_150,Valu1_soc150_999,Valu1_soc0_20,Valu1_soc0_30,Valu1_soc0_100,Valu1_soc0_150,Valu1_soc0_999,Valu1_tk0_5s,Valu1_tk5_20s,Valu1_tk20_50s,Valu1_tk50_100s,Valu1_tk100_150s,Valu1_tk150_999s,Valu1_tk0_20s,Valu1_tk0_30s,Valu1_tk0_100s,Valu1_tk0_150s,Valu1_tk0_999s,Valu1_musumcpcts,Valu1_nccpi3corn,Valu1_nccpi3soy,Valu1_nccpi3cot,Valu1_nccpi3sg,Valu1_nccpi3all,Valu1_pctearthmc,Valu1_rootznemc,Valu1_rootznaws,Valu1_droughty,Valu1_pwsl1pomu,Valu1_musumcpct,Valu1_mukey,coecoclass_OBJECTID,coecoclass_ecoclasstypename,coecoclass_ecoclassref,coecoclass_ecoclassid,coecoclass_ecoclassname,coecoclass_cokey,coecoclass_coecoclasskey
11,40,61401102,47.676184423899997,-122.262081429399998,.,,3064831.0000000,,3064831,,989,"Urban land, 5 to 20 percent slopes",,15.0000000,15.0000000,,,,,,0,1.9299999,3.6800001,5.4000001,5.4000001,,,,,100,8,90,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0290000,Not rated,0,1.0000000,3064831,,,5,,Alderwood,Series,No ,,,5.0000000,15.0000000,20.0000000,30,61,91,,3,56,5,,,,,No,Moderately well drained,5.0000000,120.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.4400000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064831,21113651,,0.4000000,1.1799999,2.0999999,1.7200000,0.0000000,,1.5800000,2.2800000,5.4000001,5.4000001,5.4000001,0.5000000,1.5000000,3.0000000,5.0000000,5.0000000,,2.0000000,3.0000000,10.0000000,15.0000000,15.0000000,10,159.0000000,433.0000000,313.0000000,268.0000000,48.0000000,,592.0000000,696.0000000,1172.0000000,1220.0000000,1220.0000000,1.0000000,2.0000000,3.0000000,5.0000000,5.0000000,,2.0000000,3.0000000,10.0000000,15.0000000,15.0000000,10,,,,,,0,,,,,100,3064831,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21113651,7290530
12,41,61401305,47.676170653200003,-122.262461297200005,.,,3064831.0000000,,3064831,,989,"Urban land, 5 to 20 percent slopes",,15.0000000,15.0000000,,,,,,0,1.9299999,3.6800001,5.4000001,5.4000001,,,,,100,8,90,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0290000,Not rated,0,1.0000000,3064831,,,5,,Alderwood,Series,No ,,,5.0000000,15.0000000,20.0000000,30,61,91,,3,56,5,,,,,No,Moderately well drained,5.0000000,120.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.4400000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064831,21113651,,0.4000000,1.1799999,2.0999999,1.7200000,0.0000000,,1.5800000,2.2800000,5.4000001,5.4000001,5.4000001,0.5000000,1.5000000,3.0000000,5.0000000,5.0000000,,2.0000000,3.0000000,10.0000000,15.0000000,15.0000000,10,159.0000000,433.0000000,313.0000000,268.0000000,48.0000000,,592.0000000,696.0000000,1172.0000000,1220.0000000,1220.0000000,1.0000000,2.0000000,3.0000000,5.0000000,5.0000000,,2.0000000,3.0000000,10.0000000,15.0000000,15.0000000,10,,,,,,0,,,,,100,3064831,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21113651,7290530
13,42,61401534,48.417944956400000,-122.570810392499993,.,,74821.0000000,,74821,,36,"Coveland gravelly loam, 3 to 10 percent slopes",,3.0000000,3.0000000,,25,25,None,None,0,4.1500001,7.9899998,16.9899998,25.9899998,Somewhat poorly drained,Somewhat poorly drained,C/D,,100,5,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Slight,100,1.0000000,74821,,,100,,Coveland,Series,Yes,,,0.0000000,3.0000000,3.0000000,,,,,3,48,6,,,,,Yes,Somewhat poorly drained,3.0000000,37.0000000,76.0000000,180,0,180,"hills, swales",,0.1600000,,9.0000000,10.0000000,10.0000000,381,572,762,,,,160,185,210,5,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Low,High,"Fine, mixed, mesic Aquic Palexeralfs",Alfisols,Xeralfs,Palexeralfs,Aquic Palexeralfs,fine,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,74821,21076802,,8.5000000,25.5000000,45.9000015,90.0000000,90.0000000,3.5999999,34.0000000,47.5000000,169.8999939,259.8999939,263.5000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,990.0000000,2969.0000000,2440.0000000,2583.0000000,2620.0000000,107.0000000,3959.0000000,5157.0000000,8982.0000000,11602.0000000,11710.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,0.3800000,0.4140000,0.0010000,0.3730000,0.4140000,100,150,260,0,100,100,74821,,NRCS Forestland Site,Ecological Site Description Database,F002XA007WA,Puget Lowlands Wet Forest,21076802,7250165
14,43,61423931,47.665400294599998,-122.283056267399999,.,,3064839.0000000,,3064839,,3058,"Alderwood-Everett-Urban land complex, 0 to 12 percent slopes",,5.0000000,4.8000002,,65,,,None,5,2.5999999,4.6599998,7.2700000,8.3599997,Moderately well drained,Moderately well drained,A,,100,4,75,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.0990000,Moderate,5,1.0000000,3064839,,,5,,Kitsap,Series,No ,,,0.0000000,5.0000000,12.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064839,21113667,,5.4000001,11.8900003,19.9500008,20.8899994,8.7500000,0.1800000,17.2999992,24.1700001,58.1399994,66.8899994,67.0699997,4.0000000,12.0000000,24.0000000,40.0000000,40.0000000,1.1000000,16.0000000,24.0000000,80.0000000,120.0000000,121.0999985,80,2372.0000000,4405.0000000,3275.0000000,2584.0000000,614.0000000,71.0000000,6777.0000000,7952.0000000,12636.0000000,13251.0000000,13322.0000000,4.0000000,12.0000000,24.0000000,40.0000000,40.0000000,1.0000000,16.0000000,24.0000000,80.0000000,120.0000000,121.0000000,80,0.3170000,0.1790000,0.0010000,0.3400000,0.3480000,70,114,68,1,5,100,3064839,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21113667,7290549
15,45,61624246,47.749472356699997,-122.207998673099993,.,,1389429.0000000,,1389429,,KpB,"Kitsap silt loam, 2 to 8 percent slopes",,5.0000000,4.9000001,,69,69,None,None,2,4.8800001,9.6300001,19.1299992,28.6299992,Moderately well drained,Moderately well drained,C,,100,3,85,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0410000,Moderate,5,1.0000000,1389429,,,10,,Alderwood,Series,No ,,,,,,,,,,,,,,,,,No,Moderately well drained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesic,,,,,,,,N/A,N/A,,,,,1389429,20797287,,8.5000000,24.9099998,48.4500008,80.7500000,80.7500000,3.2300000,33.4099998,49.5499992,162.6000061,243.3500061,246.5800018,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,1.7000000,17.0000000,25.5000000,85.0000000,127.5000000,129.1999969,85,1682.0000000,3381.0000000,2951.0000000,2269.0000000,1522.0000000,61.0000000,5063.0000000,6047.0000000,10283.0000000,11805.0000000,11866.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,85.0000000,128.0000000,129.0000000,85,0.8960000,0.7000000,0.0010000,0.7910000,0.8960000,85,150,286,0,5,100,1389429,,,,,,,
16,46,61624408,47.750082372000001,-122.208349348799999,.,,1389429.0000000,,1389429,,KpB,"Kitsap silt loam, 2 to 8 percent slopes",,5.0000000,4.9000001,,69,69,None,None,2,4.8800001,9.6300001,19.1299992,28.6299992,Moderately well drained,Moderately well drained,C,,100,3,85,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0410000,Moderate,5,1.0000000,1389429,,,10,,Alderwood,Series,No ,,,,,,,,,,,,,,,,,No,Moderately well drained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesic,,,,,,,,N/A,N/A,,,,,1389429,20797287,,8.5000000,24.9099998,48.4500008,80.7500000,80.7500000,3.2300000,33.4099998,49.5499992,162.6000061,243.3500061,246.5800018,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,1.7000000,17.0000000,25.5000000,85.0000000,127.5000000,129.1999969,85,1682.0000000,3381.0000000,2951.0000000,2269.0000000,1522.0000000,61.0000000,5063.0000000,6047.0000000,10283.0000000,11805.0000000,11866.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,85.0000000,128.0000000,129.0000000,85,0.8960000,0.7000000,0.0010000,0.7910000,0.8960000,85,150,286,0,5,100,1389429,,,,,,,
17,47,61624619,47.750931612999999,-122.207726678699999,.,,1389429.0000000,,1389429,,KpB,"Kitsap silt loam, 2 to 8 percent slopes",,5.0000000,4.9000001,,69,69,None,None,2,4.8800001,9.6300001,19.1299992,28.6299992,Moderately well drained,Moderately well drained,C,,100,3,85,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0410000,Moderate,5,1.0000000,1389429,,,10,,Alderwood,Series,No ,,,,,,,,,,,,,,,,,No,Moderately well drained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesic,,,,,,,,N/A,N/A,,,,,1389429,20797287,,8.5000000,24.9099998,48.4500008,80.7500000,80.7500000,3.2300000,33.4099998,49.5499992,162.6000061,243.3500061,246.5800018,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,1.7000000,17.0000000,25.5000000,85.0000000,127.5000000,129.1999969,85,1682.0000000,3381.0000000,2951.0000000,2269.0000000,1522.0000000,61.0000000,5063.0000000,6047.0000000,10283.0000000,11805.0000000,11866.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,85.0000000,128.0000000,129.0000000,85,0.8960000,0.7000000,0.0010000,0.7910000,0.8960000,85,150,286,0,5,100,1389429,,,,,,,
18,49,62133383,47.109882450100002,-121.807828338799993,.,,74001.0000000,,74001,,197,"Playco loamy sand, 30 to 65 percent slopes",,48.0000000,48.0000000,,,,None,None,0,3.4500000,6.6999998,13.1999998,19.7000008,Well drained,Well drained,B,,100,7,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,74001,,,100,,Playco,Series,Yes,,,30.0000000,48.0000000,65.0000000,,,,,3,134,2,,,,,No,Well drained,762.0000000,930.0000000,1097.0000000,180,0,180,mountain slopes,,0.2300000,,5.0000000,6.0000000,6.0000000,1905,2096,2286,,,,110,120,130,7,e,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, mixed Haplic Cryohumods",Spodosols,Humods,Cryohumods,Haplic Cryohumods,loamy-skeletal,,,not used,,,cryic,,,,,,,,N/A,N/A,,,,,74001,20810887,,6.5000000,20.5000000,40.0000000,65.0000000,65.0000000,2.5999999,27.0000000,41.0000000,132.0000000,197.0000000,199.6000061,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,3034.0000000,7018.0000000,4078.0000000,5345.0000000,1187.0000000,47.0000000,10053.0000000,11628.0000000,19476.0000000,20663.0000000,20711.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,0.1090000,0.0500000,0.0010000,0.1010000,0.1090000,100,150,197,0,,100,74001,,NRCS Forestland Site,Ecological Site Description Database,F003XA307WA,Mountain slopes Forest Pacific Silver Fir,20810887,7225618
19,50,62139519,47.188739636999998,-122.327907700200001,.,,74674.0000000,,74674,,20C,"Kitsap silt loam, 8 to 15 percent slopes",,12.0000000,11.8000002,,43,43,None,None,2,5.0000000,9.7500000,19.2500000,28.7500000,Moderately well drained,Moderately well drained,C/D,,87,4,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Poor,Not rated,Very limited,1.0000000,Severe,2,1.0000000,74674,,,2,,Bellingham,Series,No ,,,0.0000000,3.0000000,8.0000000,,,,,,,,,,,,Yes,Poorly drained,,,,180,0,180,depressions,,,,,,,,,,,,,,,,6,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,74674,21076434,,8.5000000,25.5000000,48.8699989,80.7500000,80.7500000,3.2300000,34.0000000,50.5800018,163.6199951,244.3699951,247.6000061,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,1.7000000,17.0000000,25.5000000,85.0000000,127.5000000,129.1999969,85,2003.0000000,6009.0000000,5118.0000000,4441.0000000,1522.0000000,61.0000000,8012.0000000,10638.0000000,17570.0000000,19093.0000000,19154.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,85.0000000,128.0000000,129.0000000,85,0.8390000,0.6750000,0.0010000,0.7440000,0.8390000,85,150,288,0,2,87,74674,,Forage Suitability Groups,,G002XN102WA,Wet Soils,21076434,7251188
20,51,62243128,48.460539258099999,-122.603415995999995,.,,74789.0000000,,74789,,156,"Whistle-Fidalgo-Rock outcrop complex, 30 to 65 percent slopes",,48.0000000,45.5000000,0,68,,None,None,0,3.5999999,7.0300002,12.7799997,15.1800003,Well drained,Moderately well drained,B,,90,7,70,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,5,1.0000000,74789,,,15,,Rock outcrop,Miscellaneous area,Yes,,,30.0000000,48.0000000,65.0000000,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,8,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,74789,21076988,,5.5500002,14.8500004,28.7999992,40.2400017,16.7999992,,20.3999996,30.0000000,89.4400024,106.2399979,106.2399979,3.5000000,10.5000000,21.0000000,29.7999992,12.0000000,,14.0000000,21.0000000,64.8000031,76.8000031,76.8000031,70,1126.0000000,1376.0000000,1075.0000000,910.0000000,339.0000000,,2502.0000000,3085.0000000,4487.0000000,4826.0000000,4826.0000000,4.0000000,11.0000000,21.0000000,30.0000000,12.0000000,,14.0000000,21.0000000,65.0000000,77.0000000,77.0000000,70,0.0740000,0.0440000,0.0010000,0.0550000,0.0740000,70,110,152,1,5,90,74789,,,,,,,
21,52,62250074,48.463105210099997,-122.603672817499998,.,,74789.0000000,,74789,,156,"Whistle-Fidalgo-Rock outcrop complex, 30 to 65 percent slopes",,48.0000000,45.5000000,0,68,,None,None,0,3.5999999,7.0300002,12.7799997,15.1800003,Well drained,Moderately well drained,B,,90,7,70,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,5,1.0000000,74789,,,15,,Rock outcrop,Miscellaneous area,Yes,,,30.0000000,48.0000000,65.0000000,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,8,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,74789,21076988,,5.5500002,14.8500004,28.7999992,40.2400017,16.7999992,,20.3999996,30.0000000,89.4400024,106.2399979,106.2399979,3.5000000,10.5000000,21.0000000,29.7999992,12.0000000,,14.0000000,21.0000000,64.8000031,76.8000031,76.8000031,70,1126.0000000,1376.0000000,1075.0000000,910.0000000,339.0000000,,2502.0000000,3085.0000000,4487.0000000,4826.0000000,4826.0000000,4.0000000,11.0000000,21.0000000,30.0000000,12.0000000,,14.0000000,21.0000000,65.0000000,77.0000000,77.0000000,70,0.0740000,0.0440000,0.0010000,0.0550000,0.0740000,70,110,152,1,5,90,74789,,,,,,,
22,53,62264694,48.473547385099998,-122.605208298299999,.,,74789.0000000,,74789,,156,"Whistle-Fidalgo-Rock outcrop complex, 30 to 65 percent slopes",,48.0000000,45.5000000,0,68,,None,None,0,3.5999999,7.0300002,12.7799997,15.1800003,Well drained,Moderately well drained,B,,90,7,70,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,5,1.0000000,74789,,,15,,Rock outcrop,Miscellaneous area,Yes,,,30.0000000,48.0000000,65.0000000,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,8,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,74789,21076988,,5.5500002,14.8500004,28.7999992,40.2400017,16.7999992,,20.3999996,30.0000000,89.4400024,106.2399979,106.2399979,3.5000000,10.5000000,21.0000000,29.7999992,12.0000000,,14.0000000,21.0000000,64.8000031,76.8000031,76.8000031,70,1126.0000000,1376.0000000,1075.0000000,910.0000000,339.0000000,,2502.0000000,3085.0000000,4487.0000000,4826.0000000,4826.0000000,4.0000000,11.0000000,21.0000000,30.0000000,12.0000000,,14.0000000,21.0000000,65.0000000,77.0000000,77.0000000,70,0.0740000,0.0440000,0.0010000,0.0550000,0.0740000,70,110,152,1,5,90,74789,,,,,,,
23,54,63186072,47.549945181299996,-122.255529211899997,.,,3064848.0000000,,3064848,,4012,"Alderwood-Kitsap complex, 12 to 60 percent slopes",,35.0000000,31.6000004,,45,45,None,None,10,3.5599999,6.3800001,10.9700003,14.2600002,Moderately well drained,Somewhat poorly drained,A,,100,7,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,10,1.0000000,3064848,,,35,,Kitsap,Series,Yes,,,12.0000000,35.0000000,60.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,7,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064848,21113704,,7.6300001,20.1700001,32.8100014,43.5999985,31.2500000,0.0600000,27.8099995,39.3400002,104.2200012,135.4700012,135.5299988,4.7500000,14.2500000,28.5000000,47.5000000,47.5000000,1.2000000,19.0000000,28.5000000,95.0000000,142.5000000,143.6999969,95,2529.0000000,5683.0000000,3283.0000000,2435.0000000,1117.0000000,130.0000000,8212.0000000,9605.0000000,13930.0000000,15047.0000000,15177.0000000,5.0000000,14.0000000,29.0000000,48.0000000,48.0000000,1.0000000,19.0000000,29.0000000,95.0000000,143.0000000,144.0000000,95,0.1320000,0.0570000,0.0010000,0.1260000,0.1320000,75,117,159,0,10,100,3064848,,NRCS Forestland Site,Ecological Site Description Database,F002XA004WA,Puget Lowlands Forest,21113704,7290560
24,55,63253840,47.487368683299998,-121.719406899999996,.,,73907.0000000,,73907,,111,"Klaus sandy loam, 0 to 8 percent slopes",,4.0000000,4.0000000,,,,None,None,1,4.5000000,7.7399998,8.5799999,8.5799999,Well drained,Well drained,B,,86,4,85,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Not limited,0.0000000,Moderate,1,1.0000000,73907,,,85,,Klaus,Series,Yes,,,0.0000000,4.0000000,8.0000000,,,,,3,86,3,,,,,No,Well drained,213.0000000,320.0000000,427.0000000,180,0,180,terraces,,0.3000000,,9.0000000,10.0000000,11.0000000,2032,2286,2540,,,,140,155,170,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,High,High,"Sandy-skeletal, mixed, mesic, ortstein Typic Haplorthods",Spodosols,Orthods,Haplorthods,Typic Haplorthods,sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,73907,20810758,,7.6500001,22.9500008,35.1899986,7.1399999,0.0000000,0.0000000,30.6000004,45.9000015,72.9300003,72.9300003,72.9300003,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,1.7000000,17.0000000,25.5000000,85.0000000,127.5000000,129.1999969,85,1651.0000000,4549.0000000,3285.0000000,2431.0000000,1779.0000000,71.0000000,6200.0000000,7478.0000000,11916.0000000,13695.0000000,13766.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,85.0000000,128.0000000,129.0000000,85,0.3700000,0.2400000,0.0010000,0.4980000,0.4980000,85,150,86,1,1,86,73907,,NRCS Forestland Site,Ecological Site Description Database,F003XA305WA,Low glacial trough valleys Moist Forest western hemlock,20810758,7225527
