id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
103306882,2021-07-22 09:46:29,2021-07-22,2021-07-22 16:46:29 UTC,Pacific Time (US & Canada),2671090,rainastokes,2021-12-19 14:23:12 UTC,2021-12-19 19:54:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103306882,https://inaturalist-open-data.s3.amazonaws.com/photos/172866781/medium.jpeg,,"",Thinning canopy on two older WRC within Duthie park. Many healthy cedars around the park.,2,0,false,2,"Issaquah, WA 98029, USA",47.57498833,-121.98166547,7,,,,7,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Maybe,"Healthy, no dieback(0%)",2-3,25,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,No selection,No selection,Other (please comment in Notes),,No Selection,""
103397278,2021-12-15 15:27:20,2021-12-15,2021-12-15 23:27:20 UTC,Pacific Time (US & Canada),4243798,poultrypalace,2021-12-21 02:31:52 UTC,2021-12-26 19:54:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103397278,https://inaturalist-open-data.s3.amazonaws.com/photos/173039944/medium.jpeg,,"","Not cultivated, growing naturally on its own. Was clearing a property line for a fence and left this tree. Put netting around it after a deer skinned part of the trunk with its antlers.",1,0,false,2,"Greenbank, WA 98253, USA",48.1008924756,-122.5911549479,16,,,,16,,open,false,gps,gps,,Island,Washington,United States,Washington,Island,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,"Yes (please elaborate in Notes, add Picture if possible)","Animal damage (woodpecker/sapsucker holes, bark peeling)",Small (can wrap hands around trunk),Rural,Roadside,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,Yes (please identify other species in notes),This is the first time I have seen this tree,7,Yes,along gravel road on property line. Cut down young (20-25 yr old hemlock and fir trees around it. Damage to one trunk from a deer rubbing its antlers on it.
103446045,2021-12-20 15:33:21,2021-12-20,2021-12-20 15:33:21 UTC,UTC,3194356,dominicmoceri,2021-12-22 01:06:47 UTC,2022-02-27 20:21:49 UTC,research,,https://www.inaturalist.org/observations/103446045,https://static.inaturalist.org/photos/173133838/medium.jpeg,,"",Thinning top among healthy.,1,0,false,2,"Custer, WA 98240, USA",48.9480130834,-122.6423610002,44,,,,44,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No selection,1-29% of the canopy is unhealthy,1,5,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,""
103593057,2021-12-24 10:31:40,2021-12-24,2021-12-24 18:31:40 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,2021-12-24 18:38:58 UTC,2022-01-24 18:50:06 UTC,research,,https://www.inaturalist.org/observations/103593057,https://static.inaturalist.org/photos/173416188/medium.jpeg,,"","Planted cedar, slight yellowing.",1,0,false,2,"Bellingham, WA 98226, USA",48.8233715659,-122.5216223672,7,,,,7,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Yellowing Canopy,,1-29% of the canopy is unhealthy,1,30,No,,,,,,,,,,,,,
104307533,Sat Dec 18 2021 10:01:26 GMT-0800 (PST),2021-12-18,2021-12-18 20:01:26 UTC,Hawaii,284449,tombesser,2022-01-03 23:17:47 UTC,2022-03-03 04:13:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104307533,https://inaturalist-open-data.s3.amazonaws.com/photos/174751126/medium.jpg,,"","",1,0,false,3,"Moscow, ID, US",46.818345,-116.9677966667,10,,,,10,,open,false,,,,Latah,Idaho,United States,Idaho,Latah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No,30-59% of the canopy is unhealthy,4-6,50,No,No selection,Medium (can wrap arms around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development","Wetland, lots of water",Tree has access to water year round (watered in summer or near permanent water source),Floodplain or valley bottom,No,This is the first time I have seen this tree,5,Yes,""
104726927,Sun Jan 09 2022 15:04:14 GMT-0800 (PST),2022-01-09,2022-01-09 21:04:14 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,2022-01-10 21:52:34 UTC,2022-01-10 22:05:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104726927,https://inaturalist-open-data.s3.amazonaws.com/photos/175545633/medium.jpg,,"",Off trail.  Spotted these beauties.  Surrounded by a clear it this area was preserved due to a small waterway. Healthy,1,0,false,3,"Issaquah, WA, US",47.45808,-121.9678416667,70,,,,70,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",0,"",Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development",Other,Tree does not typically have access to water in summer,No selection,No selection,No selection,"",No Selection,I can only imagine the stream drys up in the summer
104731631,Sun Jan 09 2022 12:46:58 GMT-0800 (PST),2022-01-09,2022-01-09 18:46:58 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,2022-01-10 23:43:23 UTC,2022-01-11 00:53:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104731631,https://inaturalist-open-data.s3.amazonaws.com/photos/175555280/medium.jpg,,"",Widespread dieback.  Likely related to the clear cut exposure,1,0,false,3,"Issaquah, WA, US",47.4529,-121.9683916667,18,,,,18,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Yellowing Canopy,Maybe,30-59% of the canopy is unhealthy,More than 10,"",Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,""
104776285,Sun Jan 09 2022 13:58:19 GMT-0800 (PST),2022-01-09,2022-01-09 19:58:19 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,2022-01-11 20:37:47 UTC,2022-01-11 23:09:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104776285,https://inaturalist-open-data.s3.amazonaws.com/photos/175641652/medium.jpg,,"",Thriving   Tiger Mountain,1,0,false,3,"Issaquah, WA, US",47.441455,-121.9692466667,4,,,,4,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,"",Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,""
104890795,Thu Jan 13 2022 16:02:36 GMT-0800 (PST),2022-01-13,2022-01-13 16:02:36 UTC,UTC,5193672,annenewcomb,2022-01-14 00:10:26 UTC,2022-01-14 02:17:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104890795,https://inaturalist-open-data.s3.amazonaws.com/photos/175860053/medium.jpg,,"",Young healthy cedar on DNR land NE side of hill.,1,0,false,3,"Issaquah, WA, US",47.4504440697,-122.0115616826,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,"",No,No selection,Small (can wrap hands around trunk),Rural,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,Not sure,No selection,7,Yes,""
104891946,Thu Jan 13 2022 16:12:27 GMT-0800 (PST),2022-01-13,2022-01-13 16:12:27 UTC,UTC,4113618,tifmurphy1214,2022-01-14 00:32:34 UTC,2022-01-14 05:32:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104891946,https://inaturalist-open-data.s3.amazonaws.com/photos/175862341/medium.jpg,,"","",1,0,false,3,"King County, US-WA, US",47.4073438555,-122.0096271027,22,"134 Pl SE, Newcastle, WA, US",47.5427298089,-122.1611644976,26839,obscured,open,true,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,"",No,No selection,Small (can wrap hands around trunk),Suburban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,No selection,Lower slope,No,No selection,1,No Selection,""
104935535,Fri Jan 14 2022 13:44:06 GMT-0800 (PST),2022-01-14,2022-01-14 13:44:06 UTC,UTC,5193672,annenewcomb,2022-01-14 21:54:04 UTC,2022-01-29 03:22:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104935535,https://inaturalist-open-data.s3.amazonaws.com/photos/177261760/medium.jpg,,"","",1,0,false,3,"Issaquah, WA, US",47.4469146599,-122.0075578989,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,"",No,No selection,Very Large (would take many people to wrap arms around trunk),Rural,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,Tree does not typically have access to water in summer,Top of slope,Not sure,No selection,10,Yes,Uphill from seasonal stream in DNR land
105076844,Sun Jan 16 2022 15:23:28 GMT-0800 (PST),2022-01-16,2022-01-16 21:23:28 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,2022-01-17 03:25:42 UTC,2022-01-17 03:30:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105076844,https://inaturalist-open-data.s3.amazonaws.com/photos/176218878/medium.jpg,,"",Massive die off near the May Creek trailhead parking lot.,1,0,false,3,"Squak Mountain Rd SE, Issaquah, WA, US",47.4820116667,-122.0556111667,7,,,,7,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms (please list in Notes),Not Sure,60-99% of the canopy is unhealthy,More than 10,70,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,""
105184016,2022-01-18,2022-01-18,,Pacific Time (US & Canada),5311299,skamania,2022-01-19 00:44:50 UTC,2022-01-20 04:02:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105184016,https://inaturalist-open-data.s3.amazonaws.com/photos/176425953/medium.jpeg,,"","Lots of dead and dying cedars in the forests around our property, almost all start with the thinning crown and slowly die.",1,0,false,,My home,45.593582,-122.219356,92,,,,92,,open,false,,,,Skamania,Washington,United States,Washington,Skamania,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No,60-99% of the canopy is unhealthy,More than 10,50,No,No selection,Large (too big to wrap arms around trunk),Rural,Forest edge,"Low - fairly natural, not much development",Upland or well drained,Tree does not typically have access to water in summer,Top of slope,Yes (please identify other species in notes),Symptoms first observed in 2020,,No Selection,Also seen some dieback in western hemlocks.
105240257,Wed Jan 19 2022 16:42:52 GMT-0800 (PST),2022-01-19,2022-01-19 16:42:52 UTC,UTC,4113618,tifmurphy1214,2022-01-20 01:45:29 UTC,2022-01-22 00:38:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105240257,https://inaturalist-open-data.s3.amazonaws.com/photos/176533503/medium.jpg,,"","",1,0,false,3,"SE 65th Ct, Newcastle, WA, US",47.5447143118,-122.1610479538,22,,,,22,,open,false,,,Newcastle City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,Yes (please include photo),1-29% of the canopy is unhealthy,2-3,"",Not sure,No selection,Medium (can wrap arms around trunk),Urban,Other,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,No selection,Top of slope,No selection,No selection,2,No Selection,""
105380048,2022-01-22 10:58:12,2022-01-22,2022-01-22 10:58:12 UTC,UTC,5293028,angela_mabel,2022-01-22 19:28:43 UTC,2022-03-17 01:37:11 UTC,research,,https://www.inaturalist.org/observations/105380048,https://static.inaturalist.org/photos/176800369/medium.jpeg,,"",,1,0,false,2,"SE Fairwood Blvd & 134th Ave SE, Cascade-Fairwood, WA 98058, USA",47.45738852,-122.16143241,12,,,,12,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,,No,Invasive plants present or growing on tree,Medium (can wrap arms around trunk),Suburban,,,,Tree does not typically have access to water in summer,Area is flat (e.g. field),,,,,
105446764,Sat Jan 22 2022 12:05:00 GMT-0800 (PST),2022-01-22,2022-01-22 22:05:00 UTC,Hawaii,500327,jmhulbert,2022-01-23 19:04:32 UTC,2022-02-17 05:54:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105446764,https://inaturalist-open-data.s3.amazonaws.com/photos/176926554/medium.jpg,,"","",1,0,false,3,"S 16th St, Tacoma, WA, US",47.2472416667,-122.4490133333,11,,,,11,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Yes (please include photo),30-59% of the canopy is unhealthy,0,100,No,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Top of slope,No,No selection,25,No Selection,""
105513601,Sun Jan 23 2022 13:21:40 GMT-0800 (PST),2022-01-23,2022-01-23 19:21:40 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,2022-01-24 19:42:30 UTC,2022-01-29 03:21:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105513601,https://inaturalist-open-data.s3.amazonaws.com/photos/177054122/medium.jpg,,"",Mechanical injury to tree seemed pretty minor. Narrow strip of cedars between the trail and the water all in decline.  Cedars on the other side of the trail seemed much healthier.,1,0,false,3,"Whidbey Island, Oak Harbor, WA, US",48.404225,-122.6188666667,5,,,,5,,open,false,,,,Island,Washington,United States,Washington,Island,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),Not Sure,60-99% of the canopy is unhealthy,More than 10,50,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,""
105624022,Wed Jan 26 2022 10:48:01 GMT-0800 (PST),2022-01-26,2022-01-26 10:48:01 UTC,UTC,5193672,annenewcomb,2022-01-26 18:52:02 UTC,2022-01-26 19:13:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105624022,https://inaturalist-open-data.s3.amazonaws.com/photos/177261983/medium.jpg,,"","",1,0,false,3,"Issaquah, WA, US",47.4470394245,-122.007480953,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",0,"",Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,""
105780106,2022-01-28,2022-01-28,,,3100010,catehuisman,2022-01-29 17:33:50 UTC,2022-01-29 17:40:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/105780106,https://inaturalist-open-data.s3.amazonaws.com/photos/177562747/medium.jpg,,"","",0,0,false,,"Sandpoint, ID, USFS office",48.2661776851,-116.5711436046,,,,,,,open,false,,,,Bonner,Idaho,United States,Idaho,Bonner,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',No,30-59% of the canopy is unhealthy,0,0,Not sure,No selection,Medium (can wrap arms around trunk),Suburban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Seasonally flooded area,Not sure,Area is flat (e.g. field),Not sure,This is the first time I have seen this tree,10,Yes,
105791998,Sat Jan 29 2022 12:12:24 GMT-0800 (PST),2022-01-29,2022-01-29 22:12:24 UTC,Hawaii,500327,jmhulbert,2022-01-29 20:47:35 UTC,2022-03-27 04:58:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105791998,https://inaturalist-open-data.s3.amazonaws.com/photos/177585633/medium.jpg,,"","",1,0,false,3,"E 35th St, Tacoma, WA, US",47.230045,-122.4257883333,17,,,,17,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,60-99% of the canopy is unhealthy,4-6,"",Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree may have occassional access to water in summer (watered by someone),Top of slope,No selection,No selection,25,No Selection,""
105980989,2022-02-01 12:18:32,2022-02-01,2022-02-01 20:18:32 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,2022-02-01 20:26:29 UTC,2022-02-02 20:54:04 UTC,research,,https://www.inaturalist.org/observations/105980989,https://static.inaturalist.org/photos/177945581/medium.jpeg,,"",Healthy cluster of cedars with Doug firs,2,0,false,2,"Burlington, WA 98233, USA",48.4813098456,-122.3217907548,6,,,,6,,open,false,gps,gps,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,,,,,,,,,,,,,
106053205,2022-02-01,2022-02-01,,Pacific Time (US & Canada),5334968,theanop,2022-02-03 03:29:34 UTC,2022-02-04 21:29:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106053205,https://inaturalist-open-data.s3.amazonaws.com/photos/178080436/medium.jpg,,"","This beautiful cedar tree has been in our view for 37 years. But in the past month or so, almost all its upper foliage is gone. The first photo was taken on 2/1/22- the other two were taken on 11/26/21 and 12/26/21. The tree seemed to have some brown foliage during the drought but hard to tell because it's across the street.",1,0,false,,"2552 13th Ave. W., Seattle, WA 98119",47.64192,-122.373848,1048397,,,,1048397,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Maybe,1-29% of the canopy is unhealthy,0,0,Not sure,No selection,Very Large (would take many people to wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,Not sure,Middle of a slope,Not sure,Symptoms first observed in 2021,5,Yes,"Thinning first observed a month ago, January 2022"
106084351,Thu Feb 03 2022 11:28:51 GMT-0800 (PST),2022-02-03,2022-02-03 11:28:51 UTC,UTC,1570715,debrakumar,2022-02-03 19:31:38 UTC,2022-02-21 21:05:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/106084351,https://inaturalist-open-data.s3.amazonaws.com/photos/178140907/medium.jpg,,"",Not sure if I am seeing red cedar dieback or not ,0,0,false,3,"SE 30th St, Bellevue, WA, US",47.5830216667,-122.1174,4,,,,4,,open,false,,,Bellevue City Limits,King,Washington,United States,Washington,King,"",Pseudotsuga menziesii,common Douglas-fir,Plantae,48256,Thinning Canopy,No selection,"Healthy, no dieback(0%)",0,"",Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Selection,""
106131343,2022-02-04 10:49:37,2022-02-04,2022-02-04 18:49:37 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,2022-02-04 18:56:45 UTC,2022-02-05 21:01:25 UTC,research,,https://www.inaturalist.org/observations/106131343,https://static.inaturalist.org/photos/178231220/medium.jpeg,,"",Top has been cut off. It is located in a park so could have been for safety because it was a split top or was dead.,1,0,false,2,"Alabama Hill, Bellingham, WA, USA",48.7565503759,-122.4378522858,18,,,,18,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,,,,,,,,,,,,,
106144362,Fri Feb 04 2022 15:22:42 GMT-0800 (PST),2022-02-04,2022-02-04 15:22:42 UTC,UTC,5231089,lyndsayf,2022-02-04 23:46:18 UTC,2022-02-10 18:45:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106144362,https://inaturalist-open-data.s3.amazonaws.com/photos/178925184/medium.jpg,,"","",1,0,false,3,"Discovery Park, Seattle, WA, US",47.6625338903,-122.4173940455,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",4-6,"",No,No selection,Large (too big to wrap arms around trunk),Urban,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No selection,No selection,"",No Selection,""
106194727,2022-02-05 12:12:40,2022-02-05,2022-02-05 12:12:40 UTC,UTC,3194356,dominicmoceri,2022-02-05 20:56:41 UTC,2022-02-05 21:03:18 UTC,needs_id,"",https://www.inaturalist.org/observations/106194727,https://static.inaturalist.org/photos/178352449/medium.jpeg,,"","Thinning, surounded by many healthy around the lake.",0,0,false,2,"Bellingham, WA 98226, USA",48.7939862236,-122.3884010687,33,,,,33,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,0,,Not sure,,,,,,,,,,,,,
106501316,Thu Feb 10 2022 09:26:44 GMT-0800 (PST),2022-02-10,2022-02-10 09:26:44 UTC,UTC,1771096,pamhayes,2022-02-10 17:31:03 UTC,2022-03-27 16:27:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106501316,https://inaturalist-open-data.s3.amazonaws.com/photos/184850662/medium.jpg,,"","",1,0,false,3,"Forest Park Conservancy, Portland, OR, US",45.595222204,-122.7901829873,8,,,,8,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms (please list in Notes),Not Sure,60-99% of the canopy is unhealthy,1,0,Not sure,No selection,Small (can wrap hands around trunk),Suburban,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,This is the first time I have seen this tree,5,Yes,In Forest Park off Linton trail.
106505033,Fri Feb 04 2022 15:51:59 GMT-0800 (PST),2022-02-04,2022-02-04 15:51:59 UTC,UTC,5231089,lyndsayf,2022-02-10 18:45:21 UTC,2022-02-10 20:02:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106505033,https://inaturalist-open-data.s3.amazonaws.com/photos/178925362/medium.jpg,,"","",1,0,false,3,"Discovery Park, Seattle, WA, US",47.6626725299,-122.4173090916,9,,,,9,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,No selection,tree is dead,2-3,"","Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)",Large (too big to wrap arms around trunk),Urban,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No selection,No selection,"",No Selection,""
106550719,2022/02/10 12:11 PM PST,2022-02-10,2022-02-10 20:11:00 UTC,Pacific Time (US & Canada),4120147,jdunster,2022-02-11 14:43:20 UTC,2022-02-17 21:14:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106550719,https://inaturalist-open-data.s3.amazonaws.com/photos/179012730/medium.jpeg,,"",Extensive redcedar dieback across the entire island. V obvious on the shallow soil areas.,1,0,false,,"Gabriola, BC, Canada",49.1740277778,-123.8500222222,37,,,,37,,open,false,,,,Nanaimo,,Canada,British Columbia,Nanaimo,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,2-3,,Not sure,,,,,,,,,,,,,
106558318,Thu Feb 10 2022 17:05:47 GMT-0800 (PST),2022-02-10,2022-02-11 01:05:47 UTC,Pacific Time (US & Canada),5231089,lyndsayf,2022-02-11 17:24:27 UTC,2022-03-02 02:09:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106558318,https://inaturalist-open-data.s3.amazonaws.com/photos/179026973/medium.jpg,,"","",1,0,false,3,"E Boston St, Seattle, WA, US",47.6387633333,-122.3009716667,20,,,,20,,open,false,,,,King,Washington,United States,Washington,King,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,"Yes (please elaborate in Notes, add Picture if possible)",Evidence of soil compaction,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Lower slope,No,This is the first time I have seen this tree,45,Yes,""
106611034,Fri Feb 11 2022 14:55:22 GMT-0800 (PST),2022-02-11,2022-02-12 00:55:22 UTC,Hawaii,500327,jmhulbert,2022-02-12 15:39:00 UTC,2022-02-12 16:38:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106611034,https://inaturalist-open-data.s3.amazonaws.com/photos/179129229/medium.jpg,,"","",1,0,false,3,"Seventh St, Anacortes, WA, US",48.5157883333,-122.6027366667,4,,,,4,,open,false,,,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,30-59% of the canopy is unhealthy,4-6,40,No,No selection,Large (too big to wrap arms around trunk),Urban,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,Yes (please identify other species in notes),No selection,60,No Selection,Soil sample collected with park staff. Bigleaf maple severely affected by sooty bark disease on site
106611160,Fri Feb 11 2022 14:27:40 GMT-0800 (PST),2022-02-11,2022-02-12 00:27:40 UTC,Hawaii,500327,jmhulbert,2022-02-12 15:41:34 UTC,2022-02-12 16:27:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106611160,https://inaturalist-open-data.s3.amazonaws.com/photos/179129535/medium.jpg,,"","",1,0,false,3,"Cap Sante Park, Anacortes, WA, US",48.5148783333,-122.602495,27,,,,27,,open,false,,,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",4-6,40,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Large (too big to wrap arms around trunk),Urban,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,Yes (please identify other species in notes),No selection,60,No Selection,"Soil sample collected, big leaf maples affected by sooty bark disease"
